name,description,ratings,number of lectures,difficulty,average rating,price,category
Sounds True Presents: Good Medicine,Pema Chodron on How to Turn Pain into Compassion Through the Practice of Meditation,881,,All Levels,4.9,11.99,Lifestyle
10X Effective Learning - Speed Reading & Memory Booster,"How to Learn Anything Fast: Advanced Speed Reading, Memory And Productivity Techniques To Skyrocket Your Learning!",877,176,All Levels,4.5,11.99,Lifestyle
"Sounds True's Freedom to Choose Something Different, Part 2",Pema Chodron on How to Transform Your Life and Find Lasting Peace and Happiness,849,14,All Levels,4.7,11.99,Lifestyle
Remove Blocks to Psychic Power with Past Life Therapy,Unlock Your Psychic Powers and Healing Abilities with Past Life Regression,847,24,All Levels,4.7,11.99,Lifestyle
Manifesting Your Best Life with Deepak Chopra - Part 1,Harness the power of intention to achieve your goals with joy and ease,832,,All Levels,4.5,24.99,Lifestyle
Life Coaching : Start Up Your Own Life Coaching Business,Life Coaching : Learn What It Takes To Start Up Your Own Life Coach Business or Life Coaching Practice,825,61,All Levels,4.6,11.99,Lifestyle
From Goal Setting to Success: Life Coach Certification,"Learn Life Coaching industry best practices. Help clients be successful, achieve their goals, and reach their dreams!",809,,All Levels,4.6,11.99,Lifestyle
The Complete Digital Marketing Course - 12 Courses in 1,"Master Digital Marketing: Social Media Marketing, SEO, YouTube, Email, Facebook Marketing Strategy, Analytics & More!",33432,,All Levels,4.4,11.99,Lifestyle
Ultimate Google Ads / AdWords Course 2018 - Profit With PPC!,Google Ads: Learn how our clients have transformed their sales using google AdWords & get your AdWords certification!,21725,,All Levels,4.7,11.99,Lifestyle
Facebook Ads & Facebook Marketing MASTERY 2018 | Coursenvy ™,"Facebook Marketing from beginner to advanced! Join 100,000+ students who MASTERED Facebook and are Facebook Ads experts!",11715,,All Levels,4.5,11.99,Lifestyle
"Instagram Marketing 2018: A Step-By-Step to 10,000 Followers","Attract Hyper-Targeted Instagram Followers, Convert Followers to Paying Customers, & Expand your Brand Using Instagram",8494,,All Levels,4.3,11.99,Lifestyle
Social Media Marketing - Complete Certificate Course,"The comprehensive social media course, beginner to advanced. Go viral, get started today!",7201,75,All Levels,4.2,11.99,Lifestyle
SQL for Newbs: Data Analysis for Beginners,A course you'll actually finish! This SQL course taught by a Product Manager and Marketing Data Scientist,6361,33,All Levels,4.2,11.99,Lifestyle
Digital Marketing Masterclass - 23 Courses in 1,"Grow Your Business with Digital Marketing: Social Media Marketing, Facebook, Content, YouTube, Email Marketing, Websites",4541,323,All Levels,4.4,11.99,Lifestyle
Google Analytics Certification - Get Certified in 1 Day!,Get a Job & Earn More with Your Google Analytics Certification. Complete Google Analytics Training & Practice Test 2018,4384,,All Levels,4.4,11.99,Lifestyle
ClickBank Success – Affiliate Marketing Without A Website,Learn and model our proven system for success as a ClickBank affiliate. No hidden secrets - we reveal it all!,4096,,All Levels,4.4,11.99,Lifestyle
Social Media Marketing MASTERY | Learn Ads on 10+ Platforms,"MASTER online marketing on Twitter, Pinterest, Instagram, YouTube, Facebook, Google and more ad platforms! Coursenvy ™",3561,,All Levels,4.4,11.99,Lifestyle
SEO 2018: Complete SEO Training + SEO for WordPress Websites,"Rank 1 on Google with Technical SEO, 0.5s Pagespeed, UX SEO, Backlink SEO, Keyword Research SEO + WordPress SEO Training",3481,,All Levels,4.4,11.99,Lifestyle
YouTube Masterclass - Your Complete Guide to YouTube,"Complete guide to starting a YouTube channel, getting more views & subscribers, and building a brand with videos!",3248,,All Levels,4.3,11.99,Lifestyle
(2019) Growth Hacking with Digital Marketing [Version 6.1],"Join the world's BESTSELLING growth hacking course (35,000+ alumni). Help us growth hack the Google Merchandise Store!",3063,,All Levels,4.3,11.99,Lifestyle
Google AdWords Certification - Get Certified in Just 2 Days!,Get a Job & Earn More with Your Google AdWords Certification. Become Google Ads Certified in Just 2 Days. 2018 Version,2768,,All Levels,4.4,11.99,Lifestyle
Copywriting secrets - How to write copy that sells,Discover the secrets of copywriting success from the master. From novice to pro in easy stages,2746,39,All Levels,4.5,11.99,Lifestyle
The Complete Facebook Ads & Marketing Course 2017,"The #1 Guide to Facebook Advertising & Marketing in 2017 - Join 50,000+ students who are selling with Ads right now!",2344,122,All Levels,4.1,11.99,Lifestyle
The Complete SEO Guide to Ranking Local Business Websites,Watch over my shoulder as I redesign and rank a real live client local business website on the 1st page of Google,2259,,All Levels,4.5,11.99,Lifestyle
Moz Advanced SEO: Tactics & Strategy,Learn quick SEO tactics and dive into SEO concepts and integration of SEO with overall marketing strategy,2111,10,All Levels,4.5,11.99,Lifestyle
Seth Godin on Presenting to Persuade,"Build your business, make your point, sell your idea",2014,,All Levels,4.4,29.99,Lifestyle
Complete SEO Training With Top SEO Expert Peter Kent!,Win The SEO Game & Dominate The Search Engines With the Author of Best-Selling Search Engine Optimization for Dummies.,2011,158,All Levels,4.4,11.99,Lifestyle
How Retargeting Works–The Complete Guide To Retargeting Ads!,What Is Retargeting and How Does It Work? Learn Remarketing Secrets That Will Help You Convert Your Abandoning Visitors!,1943,,All Levels,4.5,11.99,Lifestyle
SEO Training: Get Free Traffic to Your Website With SEO,"SEO Training to Rank #1 in Google. SEO Audit, Keyword Research, On Page SEO, Link Building, WordPress SEO & More!",1902,37,All Levels,4.4,11.99,Lifestyle
SEO For WordPress [Beginners]: #1 Step-by-Step SEO System,"""SEO For WordPress: Discover How to Easily Get Your Website on Page #1 of Google, Yahoo! & Bing ..Fast!",1747,100,Beginner,4.6,11.99,Lifestyle
Social Media Management - The Complete 2018 Manager Bootcamp,Become a freelance social media manager | Start a management business | Work from anywhere | Achieve financial freedom,1591,,All Levels,4.5,11.99,Lifestyle
How I Hit #1 on Google: The 2019 Complete SEO Course,"Secrets to Improve Search Position, Conversions, Traffic, Sales, Page Speed, Content, Shares & Links",1557,102,All Levels,4.1,11.99,Lifestyle
The Complete Facebook Ads Course - Beginner to Advanced,"Master Facebook Advertising and Grow Any Business - Facebook Marketing Strategy, Ad Retargeting, Remarketing & More!",1512,46,All Levels,4.5,11.99,Lifestyle
Social Media Marketing & Marketing Strategy Masterclass 2018,Social Media Marketing - Digital Marketing: Blogging Email YouTube SEO Vlogging Instagram Quora Pinterest Podcasting,1409,299,Beginner,4.4,11.99,Lifestyle
Google AdWords for Beginners 2018,Learn how to effectively use AdWords to reach more customers online and grow your business.,1405,49,All Levels,4.3,11.99,Lifestyle
"Copywriting - Become a Freelance Copywriter, your own boss",Build a successful freelance copywriting business - turn basic writing skills into a paycheck.,1403,37,All Levels,4.2,11.99,Lifestyle
Learn the Basics of LinkedIn in just 30 minutes,Learn about the new-look LinkedIn with me. A LinkedIn trainer and Digital Marketing professional,1161,10,Beginner,4.2,11.99,Lifestyle
Google Tag Manager for Beginners+ (Challenges),Learn what GTM is all about and how to deploy your first Marketing Tracking with Google Tag Manager,1154,23,Beginner,4.5,11.99,Lifestyle
The Complete Facebook Marketing Masterclass,"Dominate Facebook & Instagram, Take Your Business to the Next Level. Start Using the Complete Facebook Marketing Today!",1120,111,All Levels,4.3,11.99,Lifestyle
Copywriting Master Course - Work From Home 3 Hours A Week!,Copywriting secrets. Learn this simple system to make a six figure income working from home! NO EXPERIENCE REQUIRED!,1097,,All Levels,4.7,47.99,Lifestyle
Facebook Marketing: A Step-by-Step to Your First 1000 Fans!,Facebook Marketing 2015: The Leading Facebook Strategies Proven to Attract 1000 Relevant & Genuine Facebook Likes!,1074,49,All Levels,4.4,11.99,Lifestyle
"Marketing Strategy To Reach 1,000,000! SEO & Social Media","Growth hacking to reach 1,000,000 people online with digital marketing: 2019 SEO & social media marketing strategies",1059,,All Levels,4.6,11.99,Lifestyle
Affiliate Marketing Beginner: Sell T-Shirts with Teespring,"How I successfully sell t-shirts, as an affiliate, part time using Facebook and Teespring.",1054,,Beginner,4.6,11.99,Lifestyle
Home Business: The Complete CPA Marketing Course,Find success in a new industry using this totally effective secret strategy.,1052,,All Levels,4.2,11.99,Lifestyle
Amazon Affiliate Marketing + SEO | 250+ Videos | 18.0 Hours,"Build Amazon Affiliate Marketing Sites - Niche & Keyword Research, Link Building, Silo Architecture, WordPress SEO",1050,282,All Levels,4.6,11.99,Lifestyle
Marketing Fundamentals,Learn the core elements of marketing from a CEO / CMO perspective.,1025,11,All Levels,4.4,11.99,Lifestyle
The Complete MailChimp Email Marketing Course,"Learn how to use Mailchimp, grow an email subscriber list and build high quality email marketing campaigns!",941,,All Levels,4.3,11.99,Lifestyle
Email & Affiliate Marketing Mastermind,"Building, Utilizing, and Remarketing to Targeted Email Lists in No More than One Day!",933,17,All Levels,4.4,11.99,Lifestyle
The Complete Facebook Sales Funnel Blueprint,Stop Wasteful Spending on Facebook Ads That Are Not Working. Use the Facebook Sales Funnel to Skyrocket Your Sales!,903,120,All Levels,4.7,11.99,Lifestyle
"Digital Marketing Masterclass:Get Your First 1,000 Customers","How to acquire your first 1,000 customers using Social media, Content & Video Marketing, PR, SEO, SEM, FB, InstaG &more",895,202,Beginner,4.5,11.99,Lifestyle
WIN at Starting a Social Media Management Business,"Learn how to become a freelance social media manager. Get started with videos, templates & support. Join 8,000 students!",865,33,All Levels,4.3,11.99,Lifestyle
WordPress SEO - The Complete Yoast SEO Plugin Tutorial,Learn how to use one of the very best WordPress SEO plugins to improve your search engine optimization,860,19,All Levels,4.5,11.99,Lifestyle
2018 Complete Marketing MASTERCLASS - 6 Courses in 1!!,"Advanced Marketing Strategy: Digital Marketing, Belief Framework, CRO, SEO, Content Engagement Plan, Multi-Channel Leads",855,205,All Levels,4.4,11.99,Lifestyle
How I Got Famous On Instagram In Just A Few Months!,Gain 100's of REAL Instagram Followers A DAY using secrets that celebrities and influencers use to gain MILLIONS of fans,831,82,Beginner,4.2,11.99,Lifestyle
What is Online and/or Digital Marketing,The basics of online and digital marketing channels,817,5,Beginner,4.3,11.99,Lifestyle
The Complete Instagram Marketing Masterclass 2018,"Become an Instagram leader, crush your competitors, dominate Instagram Marketing and create a raving fans community.",787,89,All Levels,4.4,11.99,Lifestyle
Facebook Ads Crash Course,"Your Guide To Planning, Creating and Launching Successful Facebook Ads",769,18,All Levels,4.1,11.99,Lifestyle
The Complete SEO Course - Rank Your Website in Google Easily,Learn A to Z SEO Secrets with top tools & real time examples for best results from Google + Easy WordPress SEO Tips.,764,110,All Levels,4.4,11.99,Lifestyle
The Complete Copywriting Course : Learn How To Write To Sell,Write successful sales copy and grow your business & career //  Dozens of copywriting templates & FREE tools inside,738,,All Levels,4.5,11.99,Lifestyle
Create an Affiliate Niche Website for Amazon or ClickBank,Learn step-by-step how to build a niche affiliate website to profit from Amazon and ClickBank products,734,14,Beginner,4.4,11.99,Lifestyle
Copywriting Blunders: Do You Make these 10 Common Mistakes?,Improve your copywriting by eliminating the 10 most common (and most harmful) mistakes that wreck your copywriter career,726,11,All Levels,4.2,11.99,Lifestyle
Digital Marketing Course to become Expert Digital Marketer,Become an Digital Marketing Expert start learning from fundamentals! Strong digital marketing fundamentals great learn!,723,102,All Levels,3.8,11.99,Lifestyle
Google Analytics for Beginners,Learn to use Google Analytics for uncovering actionable data and growing your business online.,696,44,All Levels,4.4,11.99,Lifestyle
Become a Growth Marketer: Learn Growth Marketing & Get a Job,"Learn the skills to start your career in Growth Marketing. 5 hours of basic, intermediate, & advanced marketing lessons",681,73,Beginner,4.5,11.99,Lifestyle
The Complete Google AdWords Course 2017: Beginner to Expert!,6-hour Beginner to Advanced Guide to Google Adwords. Learn effective Online Advertising using Search Network & YouTube!,678,76,All Levels,4.4,11.99,Lifestyle
SEO in 2018 - SEO (Search Engine Optimization),SEO training expert with 20 years Search Engine Optimization experience shows you how to promote your website in Google,658,100,All Levels,4.2,11.99,Lifestyle
Beginner Affiliate Marketing: Start Home Business & Succeed,"No affiliate website needed! Start your passive income home business with affiliate marketing on Amazon, ClickBank today",639,136,All Levels,4.3,11.99,Lifestyle
How To Start Your Simple Social Media Management Side Hustle,"Become a freelance social media manager today with my embarrassingly simple ""6figure system."" Includes all my templates.",631,26,Beginner,4.2,11.99,Lifestyle
Marketing Strategy in 30 Minutes - BUS105,"MBA, Entrepreneurship, Startup, Business Administration, Business English, Management, Leadership",630,8,Beginner,4.2,11.99,Lifestyle
Branding & Marketing for Startups: Learn How To Stand Out,Branding & Marketing Insights: Learn Top Brand Design Strategies To Build Physical Product Brand & Grow Your Business.,629,,All Levels,4.5,11.99,Lifestyle
Go Viral on 6 Social Media Marketing Platforms,"Secrets to Increase Fans, Engagement & Reach on YouTube, Facebook, Pinterest, Twitter, Quora & Linkedin",620,63,All Levels,4,11.99,Lifestyle
Zero Cost Marketing Strategies: Official Primer Course (NEW),YES... there's a yellow brick road to proven free marketing success and it starts with this primer. For all niches.,608,8,Beginner,3.2,11.99,Lifestyle
How to Design a Signature Coaching or Consulting Program,Stop Selling Your Time. Package Your Services and Sell What Your Clients Really Want and Are Willing to Pay More For.,596,,All Levels,4.6,11.99,Lifestyle
The Complete SEO Bootcamp - Beginner to Advanced,Master SEO with this To-The-Point and precise SEO course. Become a SEO professional from a complete beginner in no time!,593,27,All Levels,4.4,11.99,Lifestyle
"Facebook Live: Attract 100,000+ Page fans with Viral Streams",Learn how to create Viral Facebook Live Streams,591,6,All Levels,4.8,11.99,Lifestyle
"Custom SEO Strategy: Keyword Research, Audit & Link Building","Successfully rank your website on the 1st page of Google. Select the best keywords, optimize your site and build links",588,,All Levels,4.3,11.99,Lifestyle
Affiliate Marketing Advanced:  Sell T-Shirts With Teespring,The advanced strategies that I use to to successfully sell t-shirts using Teespring and Facebook.,587,26,Expert,4.5,11.99,Lifestyle
Content is King: How to Write Killer Content for the Web,"Master the Art of Writing Online Content for eBooks, Websites, Blogs and Marketing. Develop Content Ideas & Copywriting",586,27,All Levels,4.3,11.99,Lifestyle
"Mobile App Marketing With ASO, Advertising & Monetization","Create a great mobile app business! Get 1,000,000+ downloads with app store optimization ASO (SEO) & strong monetization",582,,All Levels,4.3,11.99,Lifestyle
Counter-Strike: Global Offensive — Play Like a Pro,"Level up your CS:GO game sense, mechanics, communication, strategies, and overall best practices for competitive play.",2609,,All Levels,4.6,11.99,Lifestyle
The Secrets to Drawing,A comprehensive video and ebook course designed for people wanting to learn the core concepts of drawing.,2428,28,Beginner,4.4,11.99,Lifestyle
Growl Class - A Workshop Demo for Reactive Dogs,Dr. Ian Dunbar demonstrates how to use a group class setting to deal with dogs that are aggressive towards other dogs,2404,15,Intermediate,4.6,11.99,Lifestyle
THE ART & SCIENCE OF DRAWING / BASIC SKILLS,DRAWING IS NOT A TALENT.  IT'S A SKILL ANYONE CAN LEARN.,1752,,Beginner,4.6,11.99,Lifestyle
Simple Solutions for Common Dog Behavior & Training Problems,"Learn to address house soiling, chewing, barking, digging, separation anxiety, jumping up, pulling on leash and more",1672,28,All Levels,4.4,11.99,Lifestyle
#1 Sourdough Bread Baking 101,Bake your first real sourdough bread with coaching from an expert sourdough bread baker. Baking classes in your own home,1452,,Beginner,4.7,11.99,Lifestyle
"Dog CPR, First Aid + Safety for pet pros + dedicated owners","Essential training to keep your dogs safe, attract clients & gain skills & confidence to take action in an emergency.",1381,,All Levels,4.6,11.99,Lifestyle
Paint Realistic Watercolor and Botanicals - STUDIO BASICS,This foundation tutorial will help you understand essential work+studio basics for realistic watercolour and botanicals,1108,20,All Levels,4.5,11.99,Lifestyle
The Colored Pencil Drawing Course,Draw Like a Pro With Colored Pencils,994,,All Levels,4.4,11.99,Lifestyle
The Complete Guide to League of Legends,"Learn how to improve your game mechanics, micro/macro knowledge, and rank from former LCS coach, NicoThePico.",939,,All Levels,4.3,11.99,Lifestyle
Dr. Ian Dunbar's SIRIUS® Dog Trainer Academy - All 4 Days,Learn how to train dogs the SIRIUS® way!  Learn how to run and promote your own dog-friendly dog training business.,935,,All Levels,4.6,11.99,Lifestyle
Get Wine-Smart,A practical introduction to enjoying wine.,792,29,Beginner,4.6,11.99,Lifestyle
#2 Bake Artisan Sourdough Bread Like a Professional,Baking the best bread means baking real Sourdough Bread. NO KNEAD bread -  video baking classes in your own home.,696,87,All Levels,4.5,11.99,Lifestyle
Drawing and Sketching for Beginners,Learn how to sketch and draw with easy to follow videos and exercises. No experience required!,688,38,Beginner,4.1,11.99,Lifestyle
Treatment & Prevention of Dog Aggression: Biting & Fighting,Learn new concepts that can significantly accelerate the training of dogs with aggression and reactivity issues.,647,30,All Levels,4.2,11.99,Lifestyle
Crucial Concepts in Dog Behavior & Training,Learn cutting edge and common sense concepts that make dog training incredibly easy and effective,638,28,All Levels,4.3,11.99,Lifestyle
Reliability and Games 2-Day Dog Training Workshop,Training games are great for motivating owners and dogs alike. Learn to harness games to achieve rock-solid reliability,630,30,All Levels,4.6,11.99,Lifestyle
Science-Based Dog Training (with Feeling) - All 3 Days,Learn effective and enjoyable dog training methods that are science-based and ready for real-world dog training.,613,37,All Levels,4.7,11.99,Lifestyle
Aquaponic Gardening: Growing Fish and Vegetables Together,"Grow an entire dinner right in your backyard with aquaponics! Safe, healthy fish and organic vegetables with no weeds!",612,60,All Levels,4.1,24.99,Lifestyle
How To Make Soap - Homemade Soap Making for Beginners,How to make your own soap at home using the cold process soapmaking method. A step by step guide for beginners,601,,Beginner,4.5,11.99,Lifestyle
EFT  & TFT Tapping Practitioner Certification (Beginner-Pro),EFT & TFT Tapping Practitioner Certification - Discover the power of EFT & TFT Tapping in this Certification Course,594,,Beginner,4.7,11.99,Lifestyle
How to Get Free Products for Life!,Learn how to get so many Free Products you'll be giving most of them away...,567,6,All Levels,4.1,11.99,Lifestyle
How to Improve Your Figure Drawing - Step by Step,Learn how to draw the human form like a professional with these fundamental step by step techniques.,537,28,Beginner,4.4,11.99,Lifestyle
Chess Tactics Essentials,An Easy Guide in Chess Tactics,535,25,Intermediate,4.2,11.99,Lifestyle
Foundations for Mastering Watercolor Painting,"An in-depth, approachable look at painting materials that will make mastering the medium truly possible.",510,37,All Levels,4.7,11.99,Lifestyle
"Beginner? Watercolor painting? Easy, you learn as you play.","Painting in watercolor? Start with the absolute BASICS. Play, learn & gently gain understanding & confidence to paint.",497,,Beginner,4.4,11.99,Lifestyle
Travel Writing: Explore the World & Publish Your Stories!,Learn to write travel tales readers (and editors) will love. Sell your freelance writing to newspapers and magazines!,493,,All Levels,4.5,11.99,Lifestyle
Anime Drawing for Beginners,Learn how to draw characters in Anime Style!,492,,Beginner,4.3,11.99,Lifestyle
The Complete Beginners Drawing and Shading Course,The ideal drawing course for absolute beginners. Super easy pencil drawing method. Everything explained in detail.,488,97,Beginner,4.6,11.99,Lifestyle
"Mastering Airbnb | Learn from SF's top host, 100+ lectures","The comprehensive guide to meeting great people, getting paid to travel, and becoming a master of Airbnb",470,,All Levels,4.4,11.99,Lifestyle
Crush Micro Stakes Online Poker: The Complete Mastery Guide,Learn to Master Online Micro Stakes 6-Max and Full Ring No Limit Hold’em Poker Games!,463,,All Levels,4.4,11.99,Lifestyle
Intro to Abstract Painting #1 and #2,Painting Acrylic Abstract Art; Find your Creativity with easy to follow Demos on how I create popular abstract paintings,455,,Beginner,4.3,11.99,Lifestyle
Mastering wine - Jancis Robinson's Shortcuts to Success,FULL COURSE: Renowned wine expert Jancis Robinson teaches you how to feel confident about wine in any situation,445,,All Levels,4.6,11.99,Lifestyle
"Learn to color with Photoshop / COMIC BOOKS, MANGA, PINUPS",Learn Photoshop coloring from a professional colorist!,438,,All Levels,4.7,11.99,Lifestyle
Mastering Brushstrokes - Part 1,"Master key brushstrokes that lie at the core of watercolor, oil, and acrylic painting.",436,,All Levels,4.6,11.99,Lifestyle
The Art & Science of Drawing / DYNAMIC MARK MAKING,Create compelling drawings using expressive mark making.,432,,Beginner,4.7,11.99,Lifestyle
Perfect French Macarons #1 - Simple to Sensational,"Master the art of baking amazing macaron cookies consistently, and create stunning macaron towers and plated desserts",415,,All Levels,4.6,29.99,Lifestyle
Inside Your Dog's Mind with Victoria Stilwell,"Understanding canine behavior and how dogs think, feel and learn to make dog training easier & more effective.",414,59,All Levels,4.5,11.99,Lifestyle
#7 Bake the Best Pizza Crust,"Pizza Perfection! Bake up Neo- Neapolitan Pizza Crust , chewy, bubbly - delicious! With commercial yeast and sourdough.",408,,All Levels,4.6,11.99,Lifestyle
Jewelry Making: Wire Wrapping for Beginners,"Learn to make beautiful handmade wire and gemstone jewellery to wear, give, or sell!",394,,Beginner,4.6,11.99,Lifestyle
The Art & Science of Drawing / FORM & SPACE,An Introduction to Volumetric Drawing,394,11,All Levels,4.7,11.99,Lifestyle
How to make sugar craft faces,A guide to creating perfect faces for cake decorators and sculptors,390,,Intermediate,4.8,39.99,Lifestyle
Become an Arabic Calligraphy Artist from Scratch,"An 8-week comprehensive and step-by-step course to learn the Naskh, Thuluth, and Diwani scripts from absolute scratch.",373,,All Levels,4.4,199.99,Lifestyle
The Secret to Your Painting's Success,How Making a Great Start to Your Painting Ensures Successful Completion,371,10,Beginner,4.1,11.99,Lifestyle
The Beginner's Guide to Digital Art with Procreate on iPad!,"Learn the basics of digital art on your iPad with these step-by-step lessons for Procreate, a powerful digital art app!",359,,Beginner,4.6,11.99,Lifestyle
#3 Bake Classic Sourdough Bread Like a Professional,Baking Classic Sourdough bread using a sourdough starter and NO KNEAD methods.,347,90,All Levels,4.5,11.99,Lifestyle
Essential Cooking Skills,Key Techniques - Part 1,338,,All Levels,4.3,11.99,Lifestyle
The Watercolor Workshop,"""The Watercolor Workshop"" develops the confidence needed for success with watercolor painting.",339,19,Beginner,4.4,11.99,Lifestyle
How to Draw Heads - Step by Step - From Any Angle,This course will teach you how to draw male and female comic style heads in a variety of ways.,328,51,All Levels,4.6,11.99,Lifestyle
Travel Journaling: How to Write Extraordinary Travel Diaries,"Supercharge your journal writing! - Writing a travel journal should enhance your vacations, not gobble up precious time!",328,,All Levels,4.3,11.99,Lifestyle
Watercolor Treasure Chest,7 Techniques For Amazing Watercolors,308,30,Beginner,4,11.99,Lifestyle
Paint Realistic Watercolour and Botanicals - CHASING AUTUMN,Exploring the incredible colours and textures of Autumn in the watercolour medium and botanical illustration genre,297,21,All Levels,4.4,11.99,Lifestyle
Draw Islamic Geometric Patterns With A Compass And Ruler,"Learn to Construct, Outline, Tile And Interlace Four Different Patterns.",293,,Beginner,4.7,14.99,Lifestyle
How to get Paid to Travel The World,Complete  guide to build an online brand from scratch and get paid to travel the world Full Time,286,33,All Levels,4,11.99,Lifestyle
Learn to Paint With Impact,From ordinary to stunning paintings! What makes a painting stand out from the rest? Learn how to add impact to your art.,286,89,Beginner,4.3,11.99,Lifestyle
YouTube Affiliate Marketing Mastery,Influence & Prosper,268,10,All Levels,4.1,11.99,Lifestyle
#1 ITA Certified Tea Courses - Foundations of Chinese Tea,"ITA Certified Tea Course, true insider's tea knowledge of Chinese tea and global international tea industry. Tea Master",265,,All Levels,4.6,11.99,Lifestyle
Oil Painting Master Series,A complete course for artists wishing to get started with oil painting or further their skills and knowledge.,257,19,Beginner,4.1,11.99,Lifestyle
Fluid Art Mastery: Abstract Flow Art Secrets Revealed,9 Steps To Being A Successful Paint Pouring Artist,255,44,All Levels,4.5,11.99,Lifestyle
Dog Training - Become A Dog Trainer - Dog Training Career,Turn dog training into an ideal career & become a professional dog trainer. Get the lifestyle you want & work with dogs,245,51,All Levels,4.3,11.99,Lifestyle
Become a Coffee Expert: How to Make the Perfect Cup,"Learn from coffee expert Richard Hardwick about the history of coffee, grinding and how to brew the perfect cup",235,31,All Levels,4.1,11.99,Lifestyle
Travel Hacking and Credit Card Reward Basics!,Credit cards offer HUGE sign up bonuses!,234,21,All Levels,4.4,11.99,Lifestyle
The Art & Science of Figure Drawing: Gesture,"Learn everything you need to know about drawing dynamic, expressive figures.",233,,Beginner,4.7,11.99,Lifestyle
Mix World-Class Cocktails - Secrets of a Champion Mixologist,"Become a world-class cocktail mixer, guided by Paul Martin, the world's most prolific trainer of 30000+ bartenders",225,,All Levels,4.7,11.99,Lifestyle
"How to make ""Glossy Buttercream"" for Flowercake",what butter need to make beauty flowercake,222,11,Beginner,4.3,39.99,Lifestyle
Ninja's Guide to Twitch Streaming: Grow Your Channel,"Fortnite streamer Tyler 'Ninja' Blevins shares his insights to help you start, grow, and maintain your Twitch channel.",222,,All Levels,4.3,11.99,Lifestyle
The Acrylic Painting Academy,Get Started With Acrylic Painting,217,,Beginner,4.4,11.99,Lifestyle
Chess: From Beginner to Advanced at Warp Speed,Learn everything you need to know to beat strong chess players,212,17,Intermediate,4.1,11.99,Lifestyle
Indian Culinary World - Master the art of Indian Cooking,"Secrets of cooking delicious Indian food, from SizzlingPots",211,,All Levels,4.2,11.99,Lifestyle
Makeup: Effortless Makeup for Real Women,"A comprehensive guide on creating flawless looking makeup for every day, occasion, budget and time limits.",210,30,All Levels,4.2,11.99,Lifestyle
How to Draw Anime People and bodies,Learn how to draw amazing anime or manga bodies. Master the unique style of manga and anime with this course.,210,,All Levels,4.5,11.99,Lifestyle
Dog Training - How to Work With Aggressive Dogs.,A start to finish view into the rehabilitation of four aggressive dogs.,207,31,All Levels,4.3,11.99,Lifestyle
"Reiki Level I, II and Master/Teacher Program","Learn Reiki Levels 1, 2 and Master Level to become a Certified Traditional Usui Reiki Practitioner/Instructor",22707,,All Levels,4.7,11.99,Marketing
Become a SuperLearner® 2: Learn Speed Reading & Boost Memory,The original course to learn faster & more easily using the skills of the worlds fastest readers & memory record holders,11991,,All Levels,4.3,11.99,Marketing
Life Coaching Certification Course (Achology Certified),Become Certified in Life Coaching with this Comprehensive Online Life Coach Certificate Course | Achology Accredited,7683,,All Levels,4.5,11.99,Marketing
Cryptocurrency ICO Investing Course 2018: Identify the Best!,Learn how to pick the most high-quality and game-changing ICOs in 2018 and onwards to help build your Retirement fund!,6736,22,All Levels,2.7,11.99,Marketing
"Sounds True's Freedom to Choose Something Different, Part 1",Pema Chodron on How to Transform Your Life and Find Lasting Peace and Happiness,6013,,All Levels,4.6,11.99,Marketing
NLP Practitioner Certificate Course (Beginner to Advanced),"Achology Certified NLP Practitioner Course | Learn the Core Ideas, Methods & Principles of Neuro-Linguistic Programming",5918,,All Levels,4.4,11.99,Marketing
Arts Therapy - Arts Therapy For Self Healing (Part One),Art Therapy : Therapeutic Art and The Healing Process of Therapeutic Art For Self Expression and Self Healing,5235,,All Levels,4.3,11.99,Marketing
Investing In Stocks  The Complete Course! (11 Hour),"Master Investing in the Stock Market with Stocks, Mutual Funds, ETF, from a Top Instructor & Millionaire Stock Portfolio",5100,,All Levels,4.3,11.99,Marketing
"Mindfulness Practitioner Course (Level I, II, III & Master)",Become an Achology Certified Mindfulness Practitioner & Learn Everything you need to know about Practicing Mindfulness,4201,,All Levels,4.4,11.99,Marketing
Effective Time Management - Get 10X More Done in Less Time,How Entrepreneurs and Small Business Owners can Get 10X More Done in Half of the Time,4064,9,Beginner,4.4,11.99,Marketing
Neuroplasticity: How To Rewire Your Brain,"How to develop mental flexibility, change habits, stop procrastination and alter memories based on neuroscience research",3980,,All Levels,4.6,11.99,Marketing
Acumen Presents: Elizabeth Gilbert's Creativity Workshop,Become equipped with the practical tools & inspiration to jumpstart your creative journey.,3569,21,All Levels,4.4,44.99,Marketing
"Reiki Level I, II and Master Certification | Energy Healing","Become a Certified Usui Reiki Practitioner | Heal Yourself, Family, Friends, Clients, Pets and More with Energy Healing!",3426,,All Levels,4.8,11.99,Marketing
"(2019) Career Hacking: Resume, LinkedIn, Interviewing +More","The world's BESTSELLING career course! Job Search, Resume/CV Writing, LinkedIn, Networking, Interviewing, + more! | Eazl",3330,,All Levels,4.4,11.99,Marketing
SELF-CONFIDENCE: 40-minute Confidence & Self Esteem Guide,"Boost Your Confidence and Self Esteem, Handle Fear of Rejection, Learn Powerful Body Language, Feel Great About Yourself",3283,10,All Levels,4.3,11.99,Marketing
